ID;Année_Cession;Pays;Département;Commune;Nature;Ministère_occupant;Service_occupant;Type_Procédure_ayant_mené_à_la_vente;Nature_juridique_Acquereur;Année_de_1ère_inscription;Code_INSEE_Commune;Lieu_dit;Numéro;Cardinaux_multiplicatifs;Voie;Adresse;Opérateur;Nb_Procédure;Date_de_signature_de_l_acte_de_vente;adresse_complete;geom
150770029;2015;FRANCE;SEINE-ET-MARNE;COUPVRAY;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Collectivités territoriales;2015;77132;LE CHEMIN DE LESCHES S.E;;;RUE;BIEN DNID;;1;2015-05-20;RUE BIEN DNID;48.894996, 2.794714
150780013;2015;FRANCE;YVELINES;FOLLAINVILLE DENNEMONT;ESPACE AMENAGE;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Appel d'offres;Personnes physiques non commerçantes;2015;78239;CHEMIN À PIERROT;;;RUE;BIEN DNID;;1;2015-02-16;RUE BIEN DNID;49.022328, 1.715089
150780034;2015;FRANCE;YVELINES;MAURECOURT;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Collectivités territoriales;2015;78382;LE FOND DU VAL;;;RUE;BIEN DNID;;1;2015-07-07;RUE BIEN DNID;48.995833, 2.060086
150790011;2015;FRANCE;DEUX-SÈVRES;THOUARS;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Collectivités territoriales;2015;79329;;;;AVENUE;DES MARTYRS DE LA RESISTANCE;;1;2015-08-12;AVENUE DES MARTYRS DE LA RESISTANCE;46.969159, -0.217135
150880018;2015;FRANCE;VOSGES;RUPT SUR MOSELLE;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGITM/DIT;Gré à gré;Personnes physiques non commerçantes;2015;88408;LE CLOS LANGRES;;;;;;1;2015-05-05;;47.926523, 6.66212
150880021;2015;FRANCE;VOSGES;FLOREMONT;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGITM/DIT;Gré à gré;Personnes physiques non commerçantes;2015;88173;BARANGEA;;;;;;1;2015-05-22;;48.366333, 6.253513
150880022;2015;FRANCE;VOSGES;FLOREMONT;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGITM/DIT;Gré à gré;Personnes physiques non commerçantes;2015;88173;FUBURANT;;;;;;1;2015-05-22;;48.366333, 6.253513
150880031;2015;FRANCE;VOSGES;FLOREMONT;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGITM/DIT;Gré à gré;Personnes physiques non commerçantes;2015;88173;FUBURANT;;;;;;1;2015-06-03;;48.366333, 6.253513
150880032;2015;FRANCE;VOSGES;FLOREMONT;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGITM/DIT;Gré à gré;Personnes physiques non commerçantes;2015;88173;LES ENSENGES;;;;;;1;2015-06-03;;48.366333, 6.253513
150880038;2015;FRANCE;VOSGES;RUPT SUR MOSELLE;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGITM/DIT;Gré à gré;Personnes physiques non commerçantes;2015;88408;LE CHAT HUTTE;;;;;;1;2015-06-16;;47.926523, 6.66212
150880043;2015;FRANCE;VOSGES;REMOMEIX;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGITM/DIT;Gré à gré;Entreprises société;2015;88386;LES BIHAYES;;;;;;1;2015-07-30;;48.268682, 7.000285
150880049;2015;FRANCE;VOSGES;RUPT SUR MOSELLE;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGITM/DIT;Gré à gré;Associations;2015;88408;LE CLOS DE LANGRES;;;;;;1;2015-11-12;;47.926523, 6.66212
150880050;2015;FRANCE;VOSGES;ST NABORD;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGITM/DIT;Gré à gré;Personnes physiques non commerçantes;2015;88429;HUCHERE;;;;;;1;2015-11-12;;48.048892, 6.579231
150910014;2015;FRANCE;ESSONNE;MONTGERON;LOGEMENT;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Personnes physiques non commerçantes;2015;91421;DNID;14;;RUE;FRANCIS CHIRAT;;1;2015-02-17;14 RUE FRANCIS CHIRAT;48.709276, 2.44254
150910019;2015;FRANCE;ESSONNE;MASSY;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Etablissements publics locaux;2015;91377;LES CHAMPARTS;;;RUE;BIEN DNID;;1;2015-10-01;RUE BIEN DNID;48.730302, 2.247309
150910023;2015;FRANCE;ESSONNE;LINAS;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Collectivités territoriales;2015;91339;LA PLANTE AUX BOEUFS;;;RUE;BIEN DNID;;1;2015-11-16;RUE BIEN DNID;48.616585, 2.258061
150940017;2015;FRANCE;VAL-DE-MARNE;VILLIERS SUR MARNE;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Etablissements publics locaux;2015;94079;DNID LE BROU;;;;;;1;2015-07-23;;48.826589, 2.543694
150940018;2015;FRANCE;VAL-DE-MARNE;VITRY SUR SEINE;ESPACE AMENAGE;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Entreprises société;2015;94081;RUE EUGÈNE HÉNAFF;;;RUE;BIEN DNID;;1;2015-10-09;RUE BIEN DNID;48.793729, 2.374242
150950016;2015;FRANCE;VAL-D'OISE;OSNY;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Entreprises société;2015;95476;SUR LES PATIS;;;RUE;BIEN DNID;;1;2015-06-01;RUE BIEN DNID;49.057807, 2.057735
150990211;2015;MADAGASCAR;;;LOGEMENT;Ministère des affaires étrangères et européennes;Bien à l'étranger;;Entreprises société;2015;;ANDREFANDROVA;;;;;;;2015-03-24;;
159730010;2015;FRANCE;GUYANE;MONTSINERY TONNEGRANDE;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2015;97313;LES HAUTS DE MONTSINERY;;;;;;1;2015-02-05;;4.811888, -52.507968
159730015;2015;FRANCE;GUYANE;MONTSINERY TONNEGRANDE;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2015;97313;LES HAUTS DE MONTSINERY;;;;;;1;2015-02-05;;4.811888, -52.507968
159730019;2015;FRANCE;GUYANE;MONTSINERY TONNEGRANDE;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2015;97313;LES HAUTS DE MONTSINÉRY;;;;;;1;2015-02-10;;4.811888, -52.507968
159730020;2015;FRANCE;GUYANE;MONTSINERY TONNEGRANDE;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2015;97313;RISQUETOUT EST;;;;;;1;2015-02-12;;4.811888, -52.507968
150030014;2016;FRANCE;ALLIER;BRESSOLLES;ESPACE NATUREL;Ministère de l'intérieur, de l'Outre-mer et des collectivités territoriales;Police Nationale;Appel d'offres;Entreprises société;2015;03040;LES RIOTS;;;;;;1;2016-02-10;;46.53018, 3.315733
150100010;2016;FRANCE;AUBE;CHAMPIGNOL LEZ MONDEVILLE;LOGEMENT;Ministère de l'agriculture et de la pêche;ONF;Appel d'offres;Personnes physiques non commerçantes;2015;10076;MAISON FORESTIÈRE DE GRAVILLIERS;Lieu-dit Bois Gravilliers;;ROUTE;RD 12;;1;2016-02-18;Lieu-dit Bois Gravilliers ROUTE RD 12;48.137407, 4.716342
160180015;2016;FRANCE;CHER;ST SATUR;ESPACE AMENAGE;Ministère de l'écologie, du développement durable, des transports et du logement;VNF;Gré à gré;Collectivités territoriales;2016;18233;LES GODIBOLLES;;;;;;1;2016-05-27;;47.340837, 2.852994
160270011;2016;FRANCE;EURE;VAL DE REUIL;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGALN;Gré à gré;Personnes physiques non commerçantes;2016;27701;LA GARENNE;;;;;;1;2016-04-18;;49.273645, 1.209676
160320010;2016;FRANCE;GERS;LELIN LAPUJOLLE;ESPACE NATUREL;Biens non affectés;N/A;Droit de priorité;Collectivités territoriales;2016;32209;A LAOUARDE;;;;;;1;2016-07-12;;43.705851, -0.146448
160430019;2016;FRANCE;HAUTE-LOIRE;BLAVOZY;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Personnes physiques non commerçantes;2016;43032;LA CROIX DE LA DRAIE & LES ROUSSIES;;;;;;1;2016-12-01;;45.056772, 3.976911
160500020;2016;FRANCE;MANCHE;CONDE SUR VIRE;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGITM/DIT;Autres droits;Personnes physiques non commerçantes;2016;50139;LE VAL;;;;;;1;2016-12-15;;49.051882, -1.037397
160500023;2016;FRANCE;MANCHE;EQUEURDREVILLE HAINNEVILLE;ESPACE NATUREL;Ministère de la défense;AUTRES;Droit de priorité;Collectivités territoriales;2016;50173;;;;BOULEVARD;DE LA SALINE;;1;2016-07-07;BOULEVARD DE LA SALINE;
160540012;2016;FRANCE;MEURTHE-ET-MOSELLE;BENAMENIL;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGITM/DIT;Autres droits;Entreprises société;2016;54061;HAUT DE GRIMONVILLER;;;VOIE;PARCELLE ZA 380;;1;2016-02-22;VOIE PARCELLE ZA 380;
160590012;2016;FRANCE;NORD;DUNKERQUE;ESPACE NATUREL;Ministère du budget, des comptes publics et de la réforme de l'Etat;DGDDI;Droit de priorité;Collectivités territoriales;2016;59183;;529;;RUE;PAUL VANCASSEL;;1;2016-06-13;529 RUE PAUL VANCASSEL;51.04534, 2.417712
160620012;2016;FRANCE;PAS-DE-CALAIS;COQUELLES;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Personnes physiques non commerçantes;2016;62239;;;;ROUTE;DE FRETHUN;;1;2016-10-11;ROUTE DE FRETHUN;50.926482, 1.835709
160640012;2016;FRANCE;PYRÉNÉES-ATLANTIQUES;CIBOURE;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;SG/DAFI;Droit de priorité;Collectivités territoriales;2016;64189;;;;AVENUE;JEAN POULOU;;1;2016-04-13;AVENUE JEAN POULOU;43.381427, -1.660611
160770011;2016;FRANCE;SEINE-ET-MARNE;SAVIGNY LE TEMPLE;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Etablissements publics locaux;2016;77445;LES TERRES NOIRES;;;RUE;BIEN DNID;;1;2016-01-22;RUE BIEN DNID;48.606836, 2.553293
160770023;2016;FRANCE;SEINE-ET-MARNE;LONGPERRIER;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Collectivités territoriales;2016;77259;LA PIERREUSE;;;RUE;BIEN DNID;;1;2016-04-01;RUE BIEN DNID;49.050424, 2.664245
160790015;2016;FRANCE;DEUX-SÈVRES;MAULEON;EDIFICE DE CULTE;Ministère de l'écologie, du développement durable, des transports et du logement;DGITM/DIT;Droit de priorité;Collectivités territoriales;2016;79079;LA ROBIÈRE - MOULINS;;;;;;1;2016-06-08;;46.922499, -0.750646
160830014;2016;FRANCE;VAR;HYERES;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGITM/DIT;Appel d'offres;Personnes physiques non commerçantes;2016;83069;QUARTIER SAINT GERVAIS;;;;;;1;2016-12-13;;43.118457, 6.128004
160880013;2016;FRANCE;VOSGES;ST NABORD;ESPACE NATUREL;Biens non affectés;N/A;Appel d'offres;Personnes physiques non commerçantes;2016;88429;TACAUMONT;;;;;;1;2016-04-05;;48.048892, 6.579231
160880016;2016;FRANCE;VOSGES;LE CLERJUS;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGITM/DIT;Gré à gré;Personnes physiques non commerçantes;2016;88108;SUR LES CENSEAUX;;;;;;1;2016-04-05;;47.959184, 6.321047
160880017;2016;FRANCE;VOSGES;CHARMOIS L ORGUEILLEUX;LOGEMENT;Ministère de l'agriculture et de la pêche;ONF;Autres droits;Entreprises société;2016;88092;LE BAN LE DUC;;;ROUTE;FORESTIÈRE DE LA HAYE;;1;2016-11-02;ROUTE FORESTIÈRE DE LA HAYE;48.106273, 6.265886
160880023;2016;FRANCE;VOSGES;FLOREMONT;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGITM/DIT;Gré à gré;Personnes physiques non commerçantes;2016;88173;DESSOUS COTE SUR LE GRAND SENTIER;;;;;;1;2016-06-06;;48.366333, 6.253513
160880028;2016;FRANCE;VOSGES;RUPT SUR MOSELLE;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGITM/DIT;Gré à gré;Personnes physiques non commerçantes;2016;88408;LAVERMOI;;;;;;1;2016-08-10;;47.926523, 6.66212
160880043;2016;FRANCE;VOSGES;ARCHES;ESPACE NATUREL;Ministère de la défense;AUTRES;Appel d'offres;Personnes physiques non commerçantes;2016;88011;LA FEIGNE TRUCHE;;;;;;1;2016-12-16;;48.118013, 6.527415
160910014;2016;FRANCE;ESSONNE;GRIGNY;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Etablissements publics locaux;2016;91286;CHEMIN DU PLESSIS;;;RUE;DNID;;1;2016-03-23;RUE DNID;48.646499, 2.379858
160920023;2016;FRANCE;HAUTS-DE-SEINE;ANTONY;ESPACE AMENAGE;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Etablissements publics locaux;2016;92002;DNID;35,37,39,41,43,47;;RUE;EMILE LEVEQUE;;1;2016-05-27;35,37,39,41,43,47 RUE EMILE LEVEQUE;48.759057, 2.285803
160950018;2016;FRANCE;VAL-D'OISE;JOUY LE MOUTIER;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Etablissements publics locaux;2016;95323;LES JAUNETTES;;;RUE;DNID;;1;2016-01-05;RUE DNID;49.007799, 2.043377
160950026;2016;FRANCE;VAL-D'OISE;BESSANCOURT;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Etablissements publics locaux;2016;95060;DNID - LES CLOS RIBAUDS;;;;;;1;2016-07-20;;49.0371, 2.212236
160990225;2016;NORVÈGE;;;LOGEMENT;Ministère de l'économie, de l'industrie et de l'emploi;DG TRESOR;;Personnes physiques non commerçantes;2016;;;16;;;FRITZNERSGATE;;;2016-07-04;16  FRITZNERSGATE;
160990239;2016;CANADA;;;LOGEMENT;Ministère des affaires étrangères et européennes;Bien à l'étranger;;Entreprises société;2016;;;474;;;RUSSEL HILL ROAD;;;2016-09-27;474  RUSSEL HILL ROAD;
169730012;2016;FRANCE;GUYANE;IRACOUBO;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2016;97303;SAVANE MORPIO;;;;;;1;2016-01-18;;5.240558, -53.328534
169730028;2016;FRANCE;GUYANE;MACOURIA;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2016;97305;LES HAUTS DE MACOURIA;;;;;;1;2016-03-16;;4.99564, -52.511655
169730032;2016;FRANCE;GUYANE;MONTSINERY TONNEGRANDE;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2016;97313;ILE DU GALION;;;;;;1;2016-03-20;;4.811888, -52.507968
169730033;2016;FRANCE;GUYANE;MACOURIA;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2016;97305;SAVANE TROIS ROIS;;;;;;1;2016-04-01;;4.99564, -52.511655
169730048;2016;FRANCE;GUYANE;MONTSINERY TONNEGRANDE;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2016;97313;MONTEVIDEO;;;;;;1;2016-06-02;;4.811888, -52.507968
169730063;2016;FRANCE;GUYANE;KOUROU;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2016;97304;DEGRAD SARAMACA;;;;;;1;2016-09-22;;4.910723, -52.737962
169730072;2016;FRANCE;GUYANE;MONTSINERY TONNEGRANDE;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2016;97313;BEAUSEJOUR;;;;;;1;2016-12-12;;4.811888, -52.507968
169760018;2016;FRANCE;MAYOTTE;PAMANDZI;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2016;98515;;17;;RUE;CHANDRANI;;1;2016-03-11;17 RUE CHANDRANI;
169760023;2016;FRANCE;MAYOTTE;PAMANDZI;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personne physique immatriculée (métropole);2016;98515;;5;;RUE;BASSA;;1;2016-05-04;5 RUE BASSA;
170030015;2016;FRANCE;ALLIER;MONTLUCON;ESPACE NATUREL;Ministère de l'intérieur, de l'Outre-mer et des collectivités territoriales;Gendarmerie Nationale;Droit de priorité;Etablissements publics locaux;2017;03185;;;;RUE;BUFFON;;1;2016-12-19;RUE BUFFON;46.326869, 2.590178
170070010;2016;FRANCE;ARDÈCHE;LE ROUX;ESPACE NATUREL;Ministère de l'agriculture et de la pêche;ONF;Autres droits;Collectivités territoriales;2017;07200;LES COMBES;;;;;;1;2016-06-30;;44.722905, 4.145399
170780014;2016;FRANCE;YVELINES;THIVERVAL GRIGNON;ESPACE NATUREL;Ministère de l'agriculture et de la pêche;AUTRES;Autres droits;Entreprises société;2017;78615;LES POTENCES , CARRIERE BLANCHE;;;;;;1;2016-11-29;;48.850433, 1.9166
170910013;2016;FRANCE;ESSONNE;LE PLESSIS PATE;ESPACE AMENAGE;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Entreprises société;2017;91494;DNID - LA REMISE NEUVE;;;;;;1;2016-10-21;;48.613301, 2.328499
170920019;2016;FRANCE;HAUTS-DE-SEINE;ST CLOUD;RESEAUX ET VOIRIES;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Collectivités territoriales;2017;92064;DNID;;;QUAI;CARNOT;;1;2016-09-28;QUAI CARNOT;48.847395, 2.223648
170950011;2016;FRANCE;VAL-D'OISE;BESSANCOURT;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Etablissements publics locaux;2017;95060;DNID - LA GARENNE;;;;;;1;2016-09-28;;49.0371, 2.212236
120020040;2013;FRANCE;AISNE;COURCELLES SUR VESLES;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Droit de priorité;Collectivités territoriales;2012;02224;LA GRANDE PIÈCE DU CALVAIRE ET LE PRÉ SAINT PIERRE;;;;;;1;2013-06-25;;49.337714, 3.570875
120040036;2013;FRANCE;ALPES DE HAUTE-PROVENCE;ENTREVENNES;ESPACE NATUREL;Biens non affectés;N/A;Droit de priorité;Collectivités territoriales;2012;04077;LE VILLAGE;;;QUARTIER;ENTREVENNES;;1;2013-12-17;QUARTIER ENTREVENNES;43.937282, 6.020821
120060000;2013;FRANCE;ALPES-MARITIMES;ST LAURENT DU VAR;BUREAU;Biens non affectés;N/A;Appel d'offres;Entreprises société;2012;06123;BUREAU 3000 AM 167;32;;AVENUE;EUGENE DONADEI;;1;2013-08-27;32 AVENUE EUGENE DONADEI;43.660931, 7.194138
120060063;2013;FRANCE;ALPES-MARITIMES;BEUIL;ESPACE NATUREL;Ministère de la défense;AUTRES;Droit de priorité;Collectivités territoriales;2012;06016;CHAMP DE TIR;;;QUARTIER;L'IMPEGNET;;1;2013-10-26;QUARTIER L'IMPEGNET;44.085874, 6.960145
120130080;2013;FRANCE;BOUCHES-DU-RHÔNE;ST VICTORET;LOGEMENT;Ministère de l'écologie, du développement durable, des transports et du logement;DGAC;Adjudication;Personnes physiques non commerçantes;2012;13102;;;;QUARTIER;QUARTIER CITE DU CAMP;;1;2013-01-14;QUARTIER QUARTIER CITE DU CAMP;
120140031;2013;FRANCE;CALVADOS;CARPIQUET;ESPACE NATUREL;Ministère de la défense;AUTRES;Droit de priorité;Collectivités territoriales;2012;14137;PARCELLE BL 16;;;;;;1;2013-04-17;;49.185532, -0.445043
120210021;2013;FRANCE;CÔTE-D'OR;DIJON;BUREAU;Ministère de l'éducation nationale;Services déconcentrés;Appel d'offres;Entreprises société;2012;21231;;9;;RUE;DES NORMALIENS FUSILLÉS ET LEUR CAMARADE;;1;2013-12-12;9 RUE DES NORMALIENS FUSILLÉS ET LEUR CAMARADE;47.309401, 5.036558
120240000;2013;FRANCE;DORDOGNE;PERIGUEUX;LOGEMENT;Ministère de la défense;AUTRES;Appel d'offres;Personnes physiques non commerçantes;2012;24322;;11;;BOULEVARD;LAKANAL;;1;2013-06-10;11 BOULEVARD LAKANAL;45.180596, 0.721018
120250007;2013;FRANCE;DOUBS;MONTFAUCON;ESPACE NATUREL;Ministère de la défense;AUTRES;Droit de priorité;Collectivités territoriales;2012;25395;REGARDOT MONTFAUCON;;;;;;1;2013-04-03;;47.234327, 6.079152
120270047;2013;FRANCE;EURE;LES ANDELYS;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2012;27016;LE DESERT;;;;;;1;2013-03-01;;49.244997, 1.41119
120280001;2013;FRANCE;EURE-ET-LOIR;CHARTRES;ESPACE NATUREL;Ministère de la défense;AUTRES;Droit de priorité;Entreprises société;2012;28085;LIEU-DIT LE GIBET;;;;;;1;2013-02-05;;48.446342, 1.488103
120280020;2013;FRANCE;EURE-ET-LOIR;CHARTRES;ESPACE NATUREL;Ministère de la défense;AUTRES;Droit de priorité;Entreprises société;2012;28085;EX BA 122;;;;;;1;2013-04-09;;48.446342, 1.488103
120290040;2013;FRANCE;FINISTÈRE;CONCARNEAU;BATIMENT TECHNIQUE;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Droit de priorité;Collectivités territoriales;2012;29039;ANCIEN LOCAL DU FEU DE LA CROIX;;;QUAI;DE LA CROIX;;1;2013-04-11;QUAI DE LA CROIX;47.869016, -3.917448
120340049;2013;FRANCE;HÉRAULT;VALRAS PLAGE;ESPACE AMENAGE;Biens non affectés;N/A;Gré à gré;Indivision;2012;34324;LE CASINO - RESIDENCE DE LA PLAGE;;;BOULEVARD;JEAN MOULIN;;1;2013-01-29;BOULEVARD JEAN MOULIN;43.243752, 3.289117
120380036;2013;FRANCE;ISÈRE;SALAISE SUR SANNE;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Entreprises société;2012;38468;LES PEYMENARDS;;;;;;1;2013-11-05;;45.343429, 4.818427
120420019;2013;FRANCE;LOIRE;ST CHAMOND;BUREAU;Ministère de l'intérieur, de l'Outre-mer et des collectivités territoriales;Police Nationale;Echange (Hors Etat);Collectivités territoriales;2012;42207;;64;;BOULEVARD;WALDECK ROUSSEAU;;1;2013-12-24;64 BOULEVARD WALDECK ROUSSEAU;45.475395, 4.50513
120480014;2013;FRANCE;LOZÈRE;LE COLLET DE DEZE;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Droit de priorité;Collectivités territoriales;2012;48051;RONC POUNCHUT;;;;;;1;2013-11-08;;44.24514, 3.922871
120510014;2013;FRANCE;MARNE;REIMS;BUREAU;Ministère de la défense;AUTRES;Gré à gré;Collectivités territoriales;2012;51454;;31;;RUE;DU GAL SARRAIL (BICM);;1;2013-03-26;31 RUE DU GAL SARRAIL (BICM);49.259687, 4.029881
120540051;2013;FRANCE;MEURTHE-ET-MOSELLE;MORFONTAINE;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2012;54385;DE LA MALADRIE;;;;;;1;2013-01-22;;49.444054, 5.807076
120570036;2013;FRANCE;MOSELLE;METZ;LOGEMENT;Ministère de la défense;AUTRES;Adjudication;Entreprises société;2012;57463;HÔTEL DU DMD;1;;RUE;D'ASFELD;;1;2013-10-02;1 RUE D'ASFELD;49.112631, 6.178678
120570041;2013;FRANCE;MOSELLE;THIONVILLE;LOGEMENT;Ministère de la défense;AUTRES;Droit de priorité;Etablissements publics locaux;2012;57672;;10;;RUE;DES ABATTOIRS;;1;2013-11-20;10 RUE DES ABATTOIRS;49.356687, 6.172399
120570075;2013;FRANCE;MOSELLE;WOIPPY;LOGEMENT;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Appel d'offres;Personnes physiques non commerçantes;2012;57751;;81;;RUE;LADONCHAMP;;1;2013-11-19;81 RUE LADONCHAMP;49.155112, 6.154808
120590062;2013;FRANCE;NORD;DENAIN;LOGEMENT;Biens non affectés;N/A;Adjudication;Entreprises société;2012;59172;;49-51;;RUE;DE VILLARS;;1;2013-07-15;49-51 RUE DE VILLARS;50.326478, 3.389396
120620052;2013;FRANCE;PAS-DE-CALAIS;HENIN BEAUMONT;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Droit de priorité;Collectivités territoriales;2012;62427;;;;RUE;DE L' EGALITE;;1;2013-08-28;RUE DE L' EGALITE;50.42388, 2.950682
120670024;2013;FRANCE;BAS-RHIN;STRASBOURG;RESEAUX ET VOIRIES;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Etablissements publics nationaux;2012;67482;;;;VOIE;A35 ROCADE OUEST;;1;2013-11-26;VOIE A35 ROCADE OUEST;
120690048;2013;FRANCE;RHÔNE;VILLEURBANNE;ESPACE AMENAGE;Ministère de l'enseignement supérieur et de la recherche;OPERATEUR;Appel d'offres;Entreprises société;2012;69266;;71-77;;RUE;JEAN JAURÈS;;1;2013-07-03;71-77 RUE JEAN JAURÈS;45.758039, 4.884395
120710018;2013;FRANCE;SAÔNE-ET-LOIRE;DIGOIN;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Droit de priorité;Collectivités territoriales;2012;71176;ZONE D'ACTIVITÉ LIGERVAL BI 430 ET 432 - D 362;;;;;;1;2013-07-25;;46.48139, 3.980265
120710034;2013;FRANCE;SAÔNE-ET-LOIRE;ST DESERT;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGITM/DIT;Appel d'offres;Personnes physiques non commerçantes;2012;71404;VIGNE DERRIÈRE;;;;;;1;2013-01-11;;46.753824, 4.708443
120730036;2013;FRANCE;SAVOIE;CHAMBERY;BUREAU;Ministère de l'économie, de l'industrie et de l'emploi;DGCCRF;Droit de priorité;Collectivités territoriales;2012;73065;;200;;AVENUE;MARECHAL LECLERC;;2;2013-07-05;200 AVENUE MARECHAL LECLERC;45.570378, 5.916936
120760065;2013;FRANCE;SEINE-MARITIME;ANNEVILLE AMBOURVILLE;ESPACE NATUREL;Biens non affectés;N/A;Appel d'offres;Personnes physiques non commerçantes;2012;76020;PLAINE DU MANOIR BRÉSIL;;;;;;1;2013-12-09;;49.46081, 0.884546
120780022;2013;FRANCE;YVELINES;VELIZY VILLACOUBLAY;ESPACE NATUREL;Ministère de la défense;AUTRES;Gré à gré;Entreprises société;2012;78640;ZONE AÉRONAUTIQUE LOUIS BRÉGUET AI N°17 ET AI N°87;;;;;;1;2013-03-29;;48.783326, 2.187486
120800016;2013;FRANCE;SOMME;SALOUEL;RESEAUX ET VOIRIES;Ministère de l'enseignement supérieur et de la recherche;DGESIP;Droit de priorité;Collectivités territoriales;2012;80725;LA BAILLY;;;;;;1;2013-06-26;;49.869593, 2.241091
